binary	scenario	network	publication_status	metric	selected_threads	best_threads	boundary_threads	discovery_p50	confirm_p50	combined_p50	combined_p50_ci95_low	combined_p50_ci95_high	combined_p50_ci95_relative_width	p90	p99	p99_status	selection_probability_within_tolerance	selected_vs_best_ratio	edge_status	reason
neqoperf	multistream_upload	iouring	not_ready	throughput_gbps	1	1	3	2.743929		2.743929	2.691431	2.759218	0.024704	2.944177	3.012444	insufficient_order_stat_support	1.000000	1.000000	not_ready	sentinels_1_lt_2;t3:p50_ci_width_0.0878_gt_0.0300;block_median_ratio_1.2394_gt_1.1000;drift_0.0565_gt_0.0300;persistent_block_median_ratio_recent_1.1767_gt_1.1000;persistent_drift_0.0565_gt_0.0300;t1:missing_confirm_stats;t3:p50_ci_width_0.0878_gt_0.0300;block_median_ratio_1.2394_gt_1.1000;drift_0.0565_gt_0.0300;persistent_block_median_ratio_recent_1.1767_gt_1.1000;persistent_drift_0.0565_gt_0.0300;missing_confirm_stats;p50_ci_width_0.0878_gt_0.0300;block_median_ratio_1.2394_gt_1.1000;drift_0.0565_gt_0.0300;persistent_block_median_ratio_recent_1.1767_gt_1.1000;persistent_drift_0.0565_gt_0.0300
neqoperf	multistream_upload	syscall	not_ready	throughput_gbps	1	1	3	2.936580	3.029588	2.960084	2.919037	3.036756	0.039769	3.266030	3.473611	insufficient_order_stat_support	1.000000	1.000000	ok	t1:confirm_p50_ci_width_0.1182_gt_0.0450;combined_not_ready_nonstationary;p50_ci_width_0.0398_gt_0.0300;block_median_ratio_1.1245_gt_1.1000
neqoperf	reqresp	iouring	not_ready	requests_per_second	1	1	2	17952.885174		17952.885174	17856.428730	18266.493033	0.022841	19075.294887	19804.817894	insufficient_order_stat_support	1.000000	1.000000	not_ready	sentinels_0_lt_2;t2:p80_p20_1.8841_gt_1.1500;outliers_7;severe_p80_p20_1.8841_gt_1.5000;severe_outlier_blocks_5_gte_2;t1:missing_confirm_stats;t2:p80_p20_1.8841_gt_1.1500;outliers_7;severe_p80_p20_1.8841_gt_1.5000;severe_outlier_blocks_5_gte_2;missing_confirm_stats;p80_p20_1.8841_gt_1.1500;outliers_7;severe_p80_p20_1.8841_gt_1.5000;severe_outlier_blocks_5_gte_2
neqoperf	reqresp	syscall	not_ready	requests_per_second	1	1	2	20353.927435		20353.927435	20195.258282	20494.055247	0.014680	20973.647036	21534.094935	insufficient_order_stat_support	1.000000	1.000000	not_ready	sentinels_0_lt_2;t2:outliers_4;severe_outlier_blocks_4_gte_2;t1:missing_confirm_stats;t2:outliers_4;severe_outlier_blocks_4_gte_2;missing_confirm_stats;outliers_4;severe_outlier_blocks_4_gte_2
neqoperf	small_payload_pps	iouring	not_ready	messages_per_second	1	1	2	18054.953771		18054.953771	17869.952860	18447.026552	0.031962	18879.963117	19018.509847	insufficient_order_stat_support	1.000000	1.000000	not_ready	sentinels_0_lt_2;t2:p80_p20_1.9987_gt_1.1500;block_median_ratio_2.0976_gt_1.1000;severe_block_median_ratio_2.0976_gt_1.2500;severe_p80_p20_1.9987_gt_1.5000;t1:missing_confirm_stats;t2:p80_p20_1.9987_gt_1.1500;block_median_ratio_2.0976_gt_1.1000;severe_block_median_ratio_2.0976_gt_1.2500;severe_p80_p20_1.9987_gt_1.5000;missing_confirm_stats;p80_p20_1.9987_gt_1.1500;block_median_ratio_2.0976_gt_1.1000;severe_block_median_ratio_2.0976_gt_1.2500;severe_p80_p20_1.9987_gt_1.5000
neqoperf	small_payload_pps	syscall	not_ready	messages_per_second	1	1	2	20212.727779		20212.727779	19981.019519	20465.758506	0.023982	20875.620797	21301.040930	insufficient_order_stat_support	1.000000	1.000000	not_ready	sentinels_0_lt_2;t2:outliers_3;severe_outlier_blocks_3_gte_2;t1:missing_confirm_stats;t2:outliers_3;severe_outlier_blocks_3_gte_2;missing_confirm_stats;outliers_3;severe_outlier_blocks_3_gte_2
neqoperf	stream_churn	iouring	not_ready	streams_per_second	1	1	2	18265.506712		18265.506712	17861.748467	18456.646563	0.032569	19395.003892	20073.683595	insufficient_order_stat_support	1.000000	1.000000	not_ready	sentinels_0_lt_2;t2:outliers_4;severe_outlier_blocks_3_gte_2;t1:missing_confirm_stats;t2:outliers_4;severe_outlier_blocks_3_gte_2;missing_confirm_stats;outliers_4;severe_outlier_blocks_3_gte_2
neqoperf	stream_churn	syscall	not_ready	streams_per_second	2	2	4	23861.712620	24271.645604	23920.235487	23672.740088	24633.748902	0.040176	25978.988073	27739.044419	insufficient_order_stat_support	1.000000	1.000000	ok	t2:confirm_p50_ci_width_0.1424_gt_0.0750;combined_not_ready_nonstationary;block_median_ratio_1.1505_gt_1.1000
neqoperf	upload	iouring	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.0608_gt_0.0300;block_median_ratio_1.1788_gt_1.1000;persistent_block_median_ratio_recent_1.1788_gt_1.1000
neqoperf	upload	syscall	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:block_median_ratio_1.1035_gt_1.1000
ngtcp2perf	bidi	iouring	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.1620_gt_0.0300;p80_p20_1.3747_gt_1.1500;block_median_ratio_1.3380_gt_1.1000;severe_block_median_ratio_1.3380_gt_1.2500
ngtcp2perf	bidi	syscall	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.1729_gt_0.0300;p80_p20_1.3043_gt_1.1500;block_median_ratio_1.4372_gt_1.1000;drift_0.0876_gt_0.0300;severe_block_median_ratio_1.4372_gt_1.2500;severe_drift_0.0876_gt_0.0800
ngtcp2perf	close_reset_cleanup	iouring	not_ready	streams_per_second	1	1	2	101140.307705		101140.307705	99423.130536	102277.308141	0.028220	104124.584925	111266.062370	insufficient_order_stat_support	1.000000	1.000000	not_ready	sentinels_0_lt_2;t2:p50_ci_width_0.1083_gt_0.0500;block_median_ratio_1.1526_gt_1.1000;persistent_block_median_ratio_recent_1.1526_gt_1.1000;t1:missing_confirm_stats;t2:p50_ci_width_0.1083_gt_0.0500;block_median_ratio_1.1526_gt_1.1000;persistent_block_median_ratio_recent_1.1526_gt_1.1000;missing_confirm_stats;p50_ci_width_0.1083_gt_0.0500;block_median_ratio_1.1526_gt_1.1000;persistent_block_median_ratio_recent_1.1526_gt_1.1000
ngtcp2perf	close_reset_cleanup	syscall	not_ready	streams_per_second													0.000000	0.000000	not_ready	no_ready_rows;t1:outliers_3;severe_outlier_blocks_2_gte_2
ngtcp2perf	connect	iouring	not_ready	connections_per_second													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.0714_gt_0.0500;p80_p20_1.2218_gt_1.1500;block_median_ratio_1.1558_gt_1.1000;persistent_block_median_ratio_recent_1.1121_gt_1.1000;persistent_p80_p20_recent_1.2302_gt_1.1500
ngtcp2perf	connect	syscall	not_ready	connections_per_second													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.1568_gt_0.0500;p80_p20_1.4034_gt_1.1500;block_median_ratio_1.4221_gt_1.1000;severe_block_median_ratio_1.4221_gt_1.2500
ngtcp2perf	datagram	iouring	not_ready	messages_per_second													0.000000	0.000000	unsupported	requires_quic_datagram_adapter_api
ngtcp2perf	datagram	syscall	not_ready	messages_per_second													0.000000	0.000000	unsupported	requires_quic_datagram_adapter_api
ngtcp2perf	download	iouring	not_ready	throughput_gbps	1	1	2	7.865261		7.865261	7.708837	7.915573	0.026285	8.373097	8.457623	insufficient_order_stat_support	1.000000	1.000000	not_ready	sentinels_0_lt_2;t2:p50_ci_width_0.0526_gt_0.0300;block_median_ratio_1.1878_gt_1.1000;drift_0.0506_gt_0.0300;persistent_block_median_ratio_recent_1.1294_gt_1.1000;persistent_drift_0.0506_gt_0.0300;t1:missing_confirm_stats;t2:p50_ci_width_0.0526_gt_0.0300;block_median_ratio_1.1878_gt_1.1000;drift_0.0506_gt_0.0300;persistent_block_median_ratio_recent_1.1294_gt_1.1000;persistent_drift_0.0506_gt_0.0300;missing_confirm_stats;p50_ci_width_0.0526_gt_0.0300;block_median_ratio_1.1878_gt_1.1000;drift_0.0506_gt_0.0300;persistent_block_median_ratio_recent_1.1294_gt_1.1000;persistent_drift_0.0506_gt_0.0300
ngtcp2perf	download	syscall	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.0306_gt_0.0300;p80_p20_1.1555_gt_1.1500;block_median_ratio_1.1071_gt_1.1000;persistent_p80_p20_recent_1.1819_gt_1.1500
ngtcp2perf	flow_control	iouring	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.1494_gt_0.0500;p80_p20_1.2162_gt_1.1500;block_median_ratio_1.5376_gt_1.1000;drift_-0.0331_gt_0.0300;severe_block_median_ratio_1.5376_gt_1.2500
ngtcp2perf	flow_control	syscall	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p80_p20_1.1695_gt_1.1500;block_median_ratio_1.2056_gt_1.1000;outliers_5;severe_outlier_blocks_4_gte_2
ngtcp2perf	loss_recovery	iouring	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.1119_gt_0.0800;p80_p20_1.3260_gt_1.1500;block_median_ratio_1.3059_gt_1.1000;drift_-0.0610_gt_0.0300;severe_block_median_ratio_1.3059_gt_1.2500
ngtcp2perf	loss_recovery	syscall	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.1959_gt_0.0800;p80_p20_1.4033_gt_1.1500;block_median_ratio_1.5105_gt_1.1000;severe_block_median_ratio_1.5105_gt_1.2500
ngtcp2perf	multistream_download	iouring	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.1894_gt_0.0300;p80_p20_1.4676_gt_1.1500;block_median_ratio_1.4176_gt_1.1000;drift_0.1683_gt_0.0300;severe_block_median_ratio_1.4176_gt_1.2500;severe_drift_0.1683_gt_0.0800
ngtcp2perf	multistream_download	syscall	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.1335_gt_0.0300;p80_p20_1.3284_gt_1.1500;block_median_ratio_1.3109_gt_1.1000;drift_-0.1305_gt_0.0300;severe_block_median_ratio_1.3109_gt_1.2500;severe_drift_-0.1305_gt_0.0800
ngtcp2perf	multistream_upload	iouring	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.2370_gt_0.0300;p80_p20_1.3308_gt_1.1500;block_median_ratio_1.2653_gt_1.1000;drift_-0.1615_gt_0.0300;severe_block_median_ratio_1.2653_gt_1.2500;severe_drift_-0.1615_gt_0.0800
ngtcp2perf	multistream_upload	syscall	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.1259_gt_0.0300;p80_p20_1.2298_gt_1.1500;block_median_ratio_1.2344_gt_1.1000;persistent_block_median_ratio_recent_1.2344_gt_1.1000;persistent_p80_p20_recent_1.2449_gt_1.1500
ngtcp2perf	reqresp	iouring	not_ready	requests_per_second	1	1	2	91390.010325		91390.010325	91111.495266	91850.905171	0.008091	93382.310509	101560.700802	insufficient_order_stat_support	1.000000	1.000000	not_ready	sentinels_0_lt_2;t2:outliers_8;severe_outlier_blocks_5_gte_2;t1:missing_confirm_stats;t2:outliers_8;severe_outlier_blocks_5_gte_2;missing_confirm_stats;outliers_8;severe_outlier_blocks_5_gte_2
ngtcp2perf	reqresp	syscall	not_ready	requests_per_second	2	2	3	157569.605968		157569.605968	154860.219100	159110.308273	0.026973	170687.561169	177972.312715	insufficient_order_stat_support	1.000000	1.000000	not_ready	sentinels_0_lt_2;t3:p50_ci_width_0.0572_gt_0.0500;block_median_ratio_1.1474_gt_1.1000;drift_0.0326_gt_0.0300;persistent_drift_0.0326_gt_0.0300;t1:missing_confirm_stats;t2:missing_confirm_stats;t3:p50_ci_width_0.0572_gt_0.0500;block_median_ratio_1.1474_gt_1.1000;drift_0.0326_gt_0.0300;persistent_drift_0.0326_gt_0.0300;missing_confirm_stats;p50_ci_width_0.0572_gt_0.0500;block_median_ratio_1.1474_gt_1.1000;drift_0.0326_gt_0.0300;persistent_drift_0.0326_gt_0.0300
ngtcp2perf	small_payload_pps	iouring	not_ready	messages_per_second	3	3	4	125672.266205		125672.266205	124084.132273	128389.380736	0.034258	130264.817972	138355.931191	insufficient_order_stat_support	1.000000	1.000000	not_ready	sentinels_0_lt_2;t4:block_median_ratio_1.1265_gt_1.1000;t1:missing_confirm_stats;t2:missing_confirm_stats;t3:missing_confirm_stats;t4:block_median_ratio_1.1265_gt_1.1000;missing_confirm_stats;block_median_ratio_1.1265_gt_1.1000
ngtcp2perf	small_payload_pps	syscall	not_ready	messages_per_second	1	1	2	148637.935601		148637.935601	146636.396846	150907.921941	0.028738	154261.647861	156982.859624	insufficient_order_stat_support	1.000000	1.000000	not_ready	sentinels_0_lt_2;t2:block_median_ratio_1.1184_gt_1.1000;drift_-0.0433_gt_0.0300;outliers_1;persistent_drift_-0.0433_gt_0.0300;persistent_outliers_1;t1:missing_confirm_stats;t2:block_median_ratio_1.1184_gt_1.1000;drift_-0.0433_gt_0.0300;outliers_1;persistent_drift_-0.0433_gt_0.0300;persistent_outliers_1;missing_confirm_stats;block_median_ratio_1.1184_gt_1.1000;drift_-0.0433_gt_0.0300;outliers_1;persistent_drift_-0.0433_gt_0.0300;persistent_outliers_1
ngtcp2perf	stream_churn	iouring	not_ready	streams_per_second	1	1	2	101398.971213		101398.971213	100221.632702	104714.731511	0.044311	111677.450987	118578.747394	insufficient_order_stat_support	1.000000	1.000000	not_ready	sentinels_0_lt_2;t2:block_median_ratio_1.1158_gt_1.1000;drift_0.0918_gt_0.0300;severe_drift_0.0918_gt_0.0800;t1:missing_confirm_stats;t2:block_median_ratio_1.1158_gt_1.1000;drift_0.0918_gt_0.0300;severe_drift_0.0918_gt_0.0800;missing_confirm_stats;block_median_ratio_1.1158_gt_1.1000;drift_0.0918_gt_0.0300;severe_drift_0.0918_gt_0.0800
ngtcp2perf	stream_churn	syscall	not_ready	streams_per_second	1	1	2	149255.295099		149255.295099	146229.524390	150566.823806	0.029060	156374.137436	184641.621128	insufficient_order_stat_support	1.000000	1.000000	not_ready	sentinels_0_lt_2;t2:p50_ci_width_0.0690_gt_0.0500;block_median_ratio_1.1357_gt_1.1000;drift_0.0422_gt_0.0300;persistent_block_median_ratio_recent_1.1162_gt_1.1000;persistent_drift_0.0422_gt_0.0300;t1:missing_confirm_stats;t2:p50_ci_width_0.0690_gt_0.0500;block_median_ratio_1.1357_gt_1.1000;drift_0.0422_gt_0.0300;persistent_block_median_ratio_recent_1.1162_gt_1.1000;persistent_drift_0.0422_gt_0.0300;missing_confirm_stats;p50_ci_width_0.0690_gt_0.0500;block_median_ratio_1.1357_gt_1.1000;drift_0.0422_gt_0.0300;persistent_block_median_ratio_recent_1.1162_gt_1.1000;persistent_drift_0.0422_gt_0.0300
ngtcp2perf	upload	iouring	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.0857_gt_0.0300;p80_p20_1.1872_gt_1.1500;block_median_ratio_1.1783_gt_1.1000;drift_-0.0597_gt_0.0300;persistent_block_median_ratio_recent_1.1335_gt_1.1000;persistent_drift_-0.0597_gt_0.0300
ngtcp2perf	upload	syscall	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.1279_gt_0.0300;p80_p20_1.2088_gt_1.1500;block_median_ratio_1.2553_gt_1.1000;drift_-0.0609_gt_0.0300;severe_block_median_ratio_1.2553_gt_1.2500
noqperf	bidi	iouring	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.0309_gt_0.0300;block_median_ratio_1.1164_gt_1.1000;drift_0.0312_gt_0.0300;persistent_drift_0.0312_gt_0.0300
noqperf	bidi	syscall	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.0363_gt_0.0300;block_median_ratio_1.1328_gt_1.1000;persistent_block_median_ratio_recent_1.1319_gt_1.1000
noqperf	close_reset_cleanup	iouring	not_ready	streams_per_second	2	2	3	49065.285223		49065.285223	47953.546515	50195.481745	0.045693	51682.465985	53486.824728	insufficient_order_stat_support	1.000000	1.000000	not_ready	sentinels_0_lt_2;t3:block_median_ratio_1.1183_gt_1.1000;drift_-0.0361_gt_0.0300;persistent_drift_-0.0361_gt_0.0300;t1:missing_confirm_stats;t2:missing_confirm_stats;t3:block_median_ratio_1.1183_gt_1.1000;drift_-0.0361_gt_0.0300;persistent_drift_-0.0361_gt_0.0300;missing_confirm_stats;block_median_ratio_1.1183_gt_1.1000;drift_-0.0361_gt_0.0300;persistent_drift_-0.0361_gt_0.0300
noqperf	close_reset_cleanup	syscall	not_ready	streams_per_second	2	2	3	58216.744517		58216.744517	56633.035238	59228.911023	0.044590	62406.309963	66088.577678	insufficient_order_stat_support	1.000000	1.000000	not_ready	sentinels_0_lt_2;t3:block_median_ratio_1.1089_gt_1.1000;persistent_block_median_ratio_recent_1.1020_gt_1.1000;t1:missing_confirm_stats;t2:missing_confirm_stats;t3:block_median_ratio_1.1089_gt_1.1000;persistent_block_median_ratio_recent_1.1020_gt_1.1000;missing_confirm_stats;block_median_ratio_1.1089_gt_1.1000;persistent_block_median_ratio_recent_1.1020_gt_1.1000
noqperf	connect	iouring	not_ready	connections_per_second													0.000000	0.000000	not_ready	no_ready_rows;t1:p80_p20_1.2135_gt_1.1500;block_median_ratio_1.2237_gt_1.1000;drift_0.0329_gt_0.0300;persistent_block_median_ratio_recent_1.2027_gt_1.1000;persistent_p80_p20_recent_1.1983_gt_1.1500;persistent_drift_0.0329_gt_0.0300
noqperf	connect	syscall	not_ready	connections_per_second													0.000000	0.000000	not_ready	no_ready_rows;t1:p80_p20_1.1648_gt_1.1500;block_median_ratio_1.1809_gt_1.1000;persistent_block_median_ratio_recent_1.1418_gt_1.1000
noqperf	datagram	iouring	not_ready	messages_per_second													0.000000	0.000000	not_ready	no_ready_rows;t1:outliers_2;severe_outlier_blocks_2_gte_2
noqperf	datagram	syscall	not_ready	messages_per_second	1	1	3	151118.579483		151118.579483	150212.901851	152550.079067	0.015466	154546.477932	175875.075508	insufficient_order_stat_support	1.000000	1.000000	not_ready	sentinels_1_lt_2;t3:p50_ci_width_0.0674_gt_0.0500;block_median_ratio_1.1327_gt_1.1000;persistent_block_median_ratio_recent_1.1229_gt_1.1000;t1:missing_confirm_stats;t3:p50_ci_width_0.0674_gt_0.0500;block_median_ratio_1.1327_gt_1.1000;persistent_block_median_ratio_recent_1.1229_gt_1.1000;missing_confirm_stats;p50_ci_width_0.0674_gt_0.0500;block_median_ratio_1.1327_gt_1.1000;persistent_block_median_ratio_recent_1.1229_gt_1.1000
noqperf	download	iouring	not_ready	throughput_gbps	2	2	4	3.354259	3.388526	3.364031	3.334115	3.403965	0.020764	3.494005	3.601971	insufficient_order_stat_support	1.000000	1.000000	ok	t4:confirm_p50_ci_width_0.0717_gt_0.0450;combined_warning_noisy;p50_ci_width_0.0443_gt_0.0300
noqperf	download	syscall	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.0552_gt_0.0300;block_median_ratio_1.2193_gt_1.1000;drift_-0.0446_gt_0.0300;persistent_drift_-0.0446_gt_0.0300
noqperf	flow_control	iouring	not_ready	throughput_gbps	1	1	2	2.117350		2.117350	2.109627	2.148327	0.018278	2.324418	2.429396	insufficient_order_stat_support	1.000000	1.000000	not_ready	sentinels_0_lt_2;t2:p50_ci_width_0.1054_gt_0.0500;block_median_ratio_1.3584_gt_1.1000;severe_block_median_ratio_1.3584_gt_1.2500;t1:missing_confirm_stats;t2:p50_ci_width_0.1054_gt_0.0500;block_median_ratio_1.3584_gt_1.1000;severe_block_median_ratio_1.3584_gt_1.2500;missing_confirm_stats;p50_ci_width_0.1054_gt_0.0500;block_median_ratio_1.3584_gt_1.1000;severe_block_median_ratio_1.3584_gt_1.2500
noqperf	flow_control	syscall	not_ready	throughput_gbps	1	1	2	2.516723		2.516723	2.479720	2.552898	0.029077	2.777220	2.840860	insufficient_order_stat_support	1.000000	1.000000	not_ready	sentinels_0_lt_2;t2:p50_ci_width_0.0701_gt_0.0500;p80_p20_1.3234_gt_1.1500;block_median_ratio_1.2680_gt_1.1000;drift_0.0896_gt_0.0300;severe_block_median_ratio_1.2680_gt_1.2500;severe_drift_0.0896_gt_0.0800;t1:missing_confirm_stats;t2:p50_ci_width_0.0701_gt_0.0500;p80_p20_1.3234_gt_1.1500;block_median_ratio_1.2680_gt_1.1000;drift_0.0896_gt_0.0300;severe_block_median_ratio_1.2680_gt_1.2500;severe_drift_0.0896_gt_0.0800;missing_confirm_stats;p50_ci_width_0.0701_gt_0.0500;p80_p20_1.3234_gt_1.1500;block_median_ratio_1.2680_gt_1.1000;drift_0.0896_gt_0.0300;severe_block_median_ratio_1.2680_gt_1.2500;severe_drift_0.0896_gt_0.0800
noqperf	loss_recovery	iouring	not_ready	throughput_gbps	2	2	3	2.794414		2.794414	2.740974	2.851888	0.039692	3.029937	3.167314	insufficient_order_stat_support	1.000000	1.000000	not_ready	sentinels_0_lt_2;t3:block_median_ratio_1.1628_gt_1.1000;persistent_block_median_ratio_recent_1.1359_gt_1.1000;t1:missing_confirm_stats;t2:missing_confirm_stats;t3:block_median_ratio_1.1628_gt_1.1000;persistent_block_median_ratio_recent_1.1359_gt_1.1000;missing_confirm_stats;block_median_ratio_1.1628_gt_1.1000;persistent_block_median_ratio_recent_1.1359_gt_1.1000
noqperf	loss_recovery	syscall	not_ready	throughput_gbps	1	1	2	3.040182		3.040182	2.978664	3.046023	0.022156	3.408944	3.532770	insufficient_order_stat_support	1.000000	1.000000	not_ready	sentinels_0_lt_2;t2:p50_ci_width_0.0822_gt_0.0800;block_median_ratio_1.1191_gt_1.1000;drift_0.1113_gt_0.0300;severe_drift_0.1113_gt_0.0800;t1:missing_confirm_stats;t2:p50_ci_width_0.0822_gt_0.0800;block_median_ratio_1.1191_gt_1.1000;drift_0.1113_gt_0.0300;severe_drift_0.1113_gt_0.0800;missing_confirm_stats;p50_ci_width_0.0822_gt_0.0800;block_median_ratio_1.1191_gt_1.1000;drift_0.1113_gt_0.0300;severe_drift_0.1113_gt_0.0800
noqperf	multistream_download	iouring	not_ready	throughput_gbps	1	1	2	2.663830		2.663830	2.625100	2.684002	0.022112	2.920813	3.061020	insufficient_order_stat_support	1.000000	1.000000	not_ready	sentinels_0_lt_2;t2:p50_ci_width_0.0871_gt_0.0300;p80_p20_1.1834_gt_1.1500;block_median_ratio_1.2468_gt_1.1000;drift_-0.0350_gt_0.0300;persistent_block_median_ratio_recent_1.2468_gt_1.1000;persistent_p80_p20_recent_1.2181_gt_1.1500;persistent_drift_-0.0350_gt_0.0300;t1:missing_confirm_stats;t2:p50_ci_width_0.0871_gt_0.0300;p80_p20_1.1834_gt_1.1500;block_median_ratio_1.2468_gt_1.1000;drift_-0.0350_gt_0.0300;persistent_block_median_ratio_recent_1.2468_gt_1.1000;persistent_p80_p20_recent_1.2181_gt_1.1500;persistent_drift_-0.0350_gt_0.0300;missing_confirm_stats;p50_ci_width_0.0871_gt_0.0300;p80_p20_1.1834_gt_1.1500;block_median_ratio_1.2468_gt_1.1000;drift_-0.0350_gt_0.0300;persistent_block_median_ratio_recent_1.2468_gt_1.1000;persistent_p80_p20_recent_1.2181_gt_1.1500;persistent_drift_-0.0350_gt_0.0300
noqperf	multistream_download	syscall	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:p50_ci_width_0.0376_gt_0.0300;drift_0.0382_gt_0.0300;persistent_drift_0.0382_gt_0.0300
noqperf	multistream_upload	iouring	not_ready	throughput_gbps	1	1	2	2.801453		2.801453	2.775565	2.825935	0.017980	2.918384	3.015232	insufficient_order_stat_support	1.000000	1.000000	not_ready	sentinels_0_lt_2;t2:p50_ci_width_0.0373_gt_0.0300;block_median_ratio_1.1509_gt_1.1000;drift_0.0410_gt_0.0300;persistent_block_median_ratio_recent_1.1277_gt_1.1000;persistent_drift_0.0410_gt_0.0300;t1:missing_confirm_stats;t2:p50_ci_width_0.0373_gt_0.0300;block_median_ratio_1.1509_gt_1.1000;drift_0.0410_gt_0.0300;persistent_block_median_ratio_recent_1.1277_gt_1.1000;persistent_drift_0.0410_gt_0.0300;missing_confirm_stats;p50_ci_width_0.0373_gt_0.0300;block_median_ratio_1.1509_gt_1.1000;drift_0.0410_gt_0.0300;persistent_block_median_ratio_recent_1.1277_gt_1.1000;persistent_drift_0.0410_gt_0.0300
noqperf	multistream_upload	syscall	not_ready	throughput_gbps													0.000000	0.000000	not_ready	no_ready_rows;t1:block_median_ratio_1.1174_gt_1.1000;persistent_block_median_ratio_recent_1.1174_gt_1.1000
noqperf	reqresp	iouring	not_ready	requests_per_second													0.000000	0.000000	not_ready	no_ready_rows;t1:outliers_3;severe_outlier_blocks_2_gte_2
noqperf	reqresp	syscall	not_ready	requests_per_second	1	1	2	54292.556703		54292.556703	53692.646200	54655.325532	0.017731	54951.548426	59475.753123	insufficient_order_stat_support	1.000000	1.000000	not_ready	sentinels_0_lt_2;t2:block_median_ratio_1.1012_gt_1.1000;persistent_block_median_ratio_recent_1.1012_gt_1.1000;t1:missing_confirm_stats;t2:block_median_ratio_1.1012_gt_1.1000;persistent_block_median_ratio_recent_1.1012_gt_1.1000;missing_confirm_stats;block_median_ratio_1.1012_gt_1.1000;persistent_block_median_ratio_recent_1.1012_gt_1.1000
noqperf	small_payload_pps	iouring	not_ready	messages_per_second													0.000000	0.000000	not_ready	no_ready_rows;t1:outliers_3;severe_outlier_blocks_3_gte_2
noqperf	small_payload_pps	syscall	not_ready	messages_per_second	2	2	3	56290.351357		56290.351357	56266.583600	56555.575463	0.005134	62269.140506	67864.013200	insufficient_order_stat_support	1.000000	1.000000	not_ready	sentinels_0_lt_2;t3:p50_ci_width_0.0559_gt_0.0500;drift_0.0358_gt_0.0300;persistent_drift_0.0358_gt_0.0300;t1:missing_confirm_stats;t2:missing_confirm_stats;t3:p50_ci_width_0.0559_gt_0.0500;drift_0.0358_gt_0.0300;persistent_drift_0.0358_gt_0.0300;missing_confirm_stats;p50_ci_width_0.0559_gt_0.0500;drift_0.0358_gt_0.0300;persistent_drift_0.0358_gt_0.0300
noqperf	stream_churn	iouring	not_ready	streams_per_second	1	1	2	46359.604379		46359.604379	45773.454955	46710.252877	0.020207	47194.708175	51493.451814	insufficient_order_stat_support	1.000000	1.000000	not_ready	sentinels_0_lt_2;t2:drift_-0.0309_gt_0.0300;outliers_1;persistent_drift_-0.0309_gt_0.0300;persistent_outliers_1;t1:missing_confirm_stats;t2:drift_-0.0309_gt_0.0300;outliers_1;persistent_drift_-0.0309_gt_0.0300;persistent_outliers_1;missing_confirm_stats;drift_-0.0309_gt_0.0300;outliers_1;persistent_drift_-0.0309_gt_0.0300;persistent_outliers_1
