binary	scenario	network	metric	selected_threads	best_threads	boundary_threads	selection_probability_within_tolerance	best_p50	selected_p50	selected_vs_best_ratio	selected_vs_best_ci95_low	selected_vs_best_ci95_high	plateau_sentinel_count	edge_status	decision_status	reason
lsperf	bidi	iouring	throughput_gbps				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:p50_ci_width_0.0767_gt_0.0300;p80_p20_1.3844_gt_1.1500;block_median_ratio_1.3069_gt_1.1000;drift_0.0486_gt_0.0300;severe_block_median_ratio_1.3069_gt_1.2500
lsperf	bidi	syscall	throughput_gbps				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:p50_ci_width_0.1324_gt_0.0300;p80_p20_1.4427_gt_1.1500;block_median_ratio_1.5094_gt_1.1000;drift_-0.0888_gt_0.0300;severe_block_median_ratio_1.5094_gt_1.2500;severe_drift_-0.0888_gt_0.0800
lsperf	close_reset_cleanup	iouring	streams_per_second	2	2	3	1.000000	59125.063002	59125.063002	1.000000	1.000000	1.000000	0	not_ready	not_ready	sentinels_0_lt_2;t3:outliers_5;severe_outlier_blocks_4_gte_2
lsperf	close_reset_cleanup	syscall	streams_per_second				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:outliers_1;persistent_outliers_1
lsperf	connect	iouring	connections_per_second				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:outliers_1;persistent_outliers_1
lsperf	connect	syscall	connections_per_second	2	2	3	1.000000	2416.783179	2416.783179	1.000000	1.000000	1.000000	0	not_ready	not_ready	sentinels_0_lt_2;t3:p50_ci_width_0.0925_gt_0.0500;block_median_ratio_1.1813_gt_1.1000;drift_-0.0945_gt_0.0300;severe_drift_-0.0945_gt_0.0800
lsperf	download	iouring	throughput_gbps				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:outliers_6;severe_outlier_blocks_4_gte_2
lsperf	download	syscall	throughput_gbps	3	3	4	1.000000	7.465902	7.465902	1.000000	1.000000	1.000000	0	not_ready	not_ready	sentinels_0_lt_2;t4:p50_ci_width_0.0600_gt_0.0300;block_median_ratio_1.1368_gt_1.1000;persistent_block_median_ratio_recent_1.1217_gt_1.1000
lsperf	flow_control	iouring	throughput_gbps				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:p80_p20_1.2039_gt_1.1500;block_median_ratio_1.1957_gt_1.1000;outliers_1;persistent_block_median_ratio_recent_1.1948_gt_1.1000;persistent_p80_p20_recent_1.2285_gt_1.1500;persistent_outliers_1
lsperf	flow_control	syscall	throughput_gbps	1	1	2	1.000000	5.648001	5.648001	1.000000	1.000000	1.000000	0	not_ready	not_ready	sentinels_0_lt_2;t2:p50_ci_width_0.0770_gt_0.0500;p80_p20_1.2263_gt_1.1500;block_median_ratio_1.2156_gt_1.1000;drift_0.0673_gt_0.0300;outliers_2;severe_outlier_blocks_2_gte_2
lsperf	loss_recovery	iouring	throughput_gbps				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:p50_ci_width_0.2459_gt_0.0800;p80_p20_1.4296_gt_1.1500;block_median_ratio_1.3833_gt_1.1000;severe_block_median_ratio_1.3833_gt_1.2500
lsperf	loss_recovery	syscall	throughput_gbps				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:p50_ci_width_0.2774_gt_0.0800;p80_p20_2.1271_gt_1.1500;block_median_ratio_2.2204_gt_1.1000;drift_-0.1477_gt_0.0300;severe_block_median_ratio_2.2204_gt_1.2500;severe_p80_p20_2.1271_gt_1.5000;severe_drift_-0.1477_gt_0.0800
lsperf	multistream_download	iouring	throughput_gbps				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:p50_ci_width_0.1364_gt_0.0300;p80_p20_1.3282_gt_1.1500;block_median_ratio_1.2657_gt_1.1000;severe_block_median_ratio_1.2657_gt_1.2500
lsperf	multistream_download	syscall	throughput_gbps				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:p50_ci_width_0.0835_gt_0.0300;p80_p20_1.3088_gt_1.1500;block_median_ratio_1.2585_gt_1.1000;drift_-0.0385_gt_0.0300;severe_block_median_ratio_1.2585_gt_1.2500
lsperf	multistream_upload	iouring	throughput_gbps				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:p50_ci_width_0.0811_gt_0.0300;p80_p20_1.2676_gt_1.1500;block_median_ratio_1.1613_gt_1.1000;drift_-0.0575_gt_0.0300;persistent_block_median_ratio_recent_1.1575_gt_1.1000;persistent_p80_p20_recent_1.2377_gt_1.1500;persistent_drift_-0.0575_gt_0.0300
lsperf	multistream_upload	syscall	throughput_gbps				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:p50_ci_width_0.1543_gt_0.0300;p80_p20_1.3659_gt_1.1500;block_median_ratio_1.4480_gt_1.1000;severe_block_median_ratio_1.4480_gt_1.2500
lsperf	reqresp	iouring	requests_per_second	2	2	3	1.000000	54187.868204	54187.868204	1.000000	1.000000	1.000000	0	not_ready	not_ready	sentinels_0_lt_2;t3:block_median_ratio_1.1586_gt_1.1000;drift_-0.0661_gt_0.0300;persistent_drift_-0.0661_gt_0.0300
lsperf	reqresp	syscall	requests_per_second				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:outliers_4;severe_outlier_blocks_3_gte_2
lsperf	small_payload_pps	iouring	messages_per_second	2	2	3	1.000000	59112.339157	59112.339157	1.000000	1.000000	1.000000	0	not_ready	not_ready	sentinels_0_lt_2;t3:block_median_ratio_1.1642_gt_1.1000;outliers_2;severe_outlier_blocks_2_gte_2
lsperf	small_payload_pps	syscall	messages_per_second	2	2	3	1.000000	224511.538851	224511.538851	1.000000	1.000000	1.000000	0	not_ready	not_ready	sentinels_0_lt_2;t3:p50_ci_width_0.1192_gt_0.0500;block_median_ratio_1.1460_gt_1.1000;drift_-0.0973_gt_0.0300;severe_drift_-0.0973_gt_0.0800
lsperf	stream_churn	iouring	streams_per_second	3	3	4	1.000000	59923.401869	59923.401869	1.000000	1.000000	1.000000	0	not_ready	not_ready	sentinels_0_lt_2;t4:block_median_ratio_1.1761_gt_1.1000;outliers_5;severe_outlier_blocks_3_gte_2
lsperf	stream_churn	syscall	streams_per_second	2	2	3	1.000000	223367.851029	223367.851029	1.000000	1.000000	1.000000	0	not_ready	not_ready	sentinels_0_lt_2;t3:block_median_ratio_1.1536_gt_1.1000;persistent_block_median_ratio_recent_1.1536_gt_1.1000
lsperf	upload	iouring	throughput_gbps				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:p50_ci_width_0.0614_gt_0.0300;p80_p20_1.2246_gt_1.1500;block_median_ratio_1.1780_gt_1.1000;drift_0.0321_gt_0.0300;persistent_p80_p20_recent_1.2126_gt_1.1500;persistent_drift_0.0321_gt_0.0300
lsperf	upload	syscall	throughput_gbps				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:p50_ci_width_0.0660_gt_0.0300;block_median_ratio_1.2128_gt_1.1000;persistent_block_median_ratio_recent_1.1322_gt_1.1000
mvfstperf	bidi	iouring	throughput_gbps				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:p50_ci_width_0.0844_gt_0.0300;p80_p20_1.2338_gt_1.1500;block_median_ratio_1.2390_gt_1.1000;drift_-0.0822_gt_0.0300;severe_drift_-0.0822_gt_0.0800
mvfstperf	bidi	syscall	throughput_gbps				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:block_median_ratio_1.1586_gt_1.1000;persistent_block_median_ratio_recent_1.1397_gt_1.1000
mvfstperf	close_reset_cleanup	iouring	streams_per_second	1	1	2	1.000000	6628.854532	6628.854532	1.000000	1.000000	1.000000	0	not_ready	not_ready	sentinels_0_lt_2;t2:block_median_ratio_1.1614_gt_1.1000;persistent_block_median_ratio_recent_1.1576_gt_1.1000
mvfstperf	close_reset_cleanup	syscall	streams_per_second	3	3	4	1.000000	8844.575006	8844.575006	1.000000	1.000000	1.000000	0	not_ready	not_ready	sentinels_0_lt_2;t4:block_median_ratio_1.1678_gt_1.1000
mvfstperf	connect	iouring	connections_per_second				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:p50_ci_width_0.0944_gt_0.0500;p80_p20_1.1725_gt_1.1500;block_median_ratio_1.2041_gt_1.1000;drift_-0.0619_gt_0.0300;persistent_drift_-0.0619_gt_0.0300
mvfstperf	connect	syscall	connections_per_second				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:p50_ci_width_0.0587_gt_0.0500;p80_p20_1.1693_gt_1.1500;block_median_ratio_1.1546_gt_1.1000;persistent_block_median_ratio_recent_1.1114_gt_1.1000;persistent_p80_p20_recent_1.1742_gt_1.1500
mvfstperf	download	iouring	throughput_gbps	2	2	4	1.000000	4.537576	4.537576	1.000000	1.000000	1.000000	2	ok	ready	-
mvfstperf	download	syscall	throughput_gbps	2	2	4	1.000000	5.011615	5.011615	1.000000	1.000000	1.000000	2	ok	ready	-
mvfstperf	flow_control	iouring	throughput_gbps	1	1	2	1.000000	3.023152	3.023152	1.000000	1.000000	1.000000	0	not_ready	not_ready	sentinels_0_lt_2;t2:p50_ci_width_0.0660_gt_0.0500;block_median_ratio_1.1083_gt_1.1000;drift_0.0970_gt_0.0300;severe_drift_0.0970_gt_0.0800
mvfstperf	flow_control	syscall	throughput_gbps	1	1	2	1.000000	3.447744	3.447744	1.000000	1.000000	1.000000	0	not_ready	not_ready	sentinels_0_lt_2;t2:p50_ci_width_0.0917_gt_0.0500;block_median_ratio_1.1799_gt_1.1000;persistent_block_median_ratio_recent_1.1681_gt_1.1000
mvfstperf	loss_recovery	iouring	throughput_gbps	5	5	6	1.000000	3.803908	3.803908	1.000000	1.000000	1.000000	0	not_ready	not_ready	sentinels_0_lt_2;t6:block_median_ratio_1.1194_gt_1.1000
mvfstperf	loss_recovery	syscall	throughput_gbps	3	3	4	1.000000	4.196781	4.196781	1.000000	1.000000	1.000000	0	not_ready	not_ready	sentinels_0_lt_2;t4:p50_ci_width_0.1298_gt_0.0800;block_median_ratio_1.1670_gt_1.1000;drift_-0.1103_gt_0.0300;severe_drift_-0.1103_gt_0.0800
mvfstperf	multistream_download	iouring	throughput_gbps	3	3	4	1.000000	3.851342	3.851342	1.000000	1.000000	1.000000	0	not_ready	not_ready	sentinels_0_lt_2;t4:p50_ci_width_0.0356_gt_0.0300;drift_0.0328_gt_0.0300;persistent_drift_0.0328_gt_0.0300
mvfstperf	multistream_download	syscall	throughput_gbps				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:p50_ci_width_0.0370_gt_0.0300;block_median_ratio_1.1235_gt_1.1000;persistent_block_median_ratio_recent_1.1084_gt_1.1000
mvfstperf	multistream_upload	iouring	throughput_gbps				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:p50_ci_width_0.0881_gt_0.0300;block_median_ratio_1.1505_gt_1.1000;drift_0.0642_gt_0.0300;persistent_block_median_ratio_recent_1.1505_gt_1.1000;persistent_drift_0.0642_gt_0.0300
mvfstperf	multistream_upload	syscall	throughput_gbps				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:p50_ci_width_0.0521_gt_0.0300;block_median_ratio_1.1449_gt_1.1000;persistent_block_median_ratio_recent_1.1449_gt_1.1000
mvfstperf	reqresp	iouring	requests_per_second				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:block_median_ratio_1.2123_gt_1.1000;persistent_block_median_ratio_recent_1.1150_gt_1.1000
mvfstperf	reqresp	syscall	requests_per_second	3	3	4	1.000000	8859.211388	8859.211388	1.000000	1.000000	1.000000	0	not_ready	not_ready	sentinels_0_lt_2;t4:block_median_ratio_1.1235_gt_1.1000
mvfstperf	small_payload_pps	iouring	messages_per_second	3	3	4	1.000000	8591.893195	8591.893195	1.000000	1.000000	1.000000	0	not_ready	not_ready	sentinels_0_lt_2;t4:block_median_ratio_1.1792_gt_1.1000;persistent_block_median_ratio_recent_1.1073_gt_1.1000
mvfstperf	small_payload_pps	syscall	messages_per_second	2	2	3	1.000000	7275.219064	7275.219064	1.000000	1.000000	1.000000	0	not_ready	not_ready	sentinels_0_lt_2;t3:block_median_ratio_1.1667_gt_1.1000
mvfstperf	stream_churn	iouring	streams_per_second	1	1	2	1.000000	6620.259129	6620.259129	1.000000	1.000000	1.000000	0	not_ready	not_ready	sentinels_0_lt_2;t2:block_median_ratio_1.1305_gt_1.1000;persistent_block_median_ratio_recent_1.1040_gt_1.1000
mvfstperf	stream_churn	syscall	streams_per_second	2	2	3	1.000000	7185.567850	7185.567850	1.000000	1.000000	1.000000	0	not_ready	not_ready	sentinels_0_lt_2;t3:p50_ci_width_0.0991_gt_0.0500;block_median_ratio_1.1399_gt_1.1000;persistent_block_median_ratio_recent_1.1399_gt_1.1000
mvfstperf	upload	iouring	throughput_gbps				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:block_median_ratio_1.1109_gt_1.1000
mvfstperf	upload	syscall	throughput_gbps				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:p50_ci_width_0.0554_gt_0.0300;drift_-0.0575_gt_0.0300;persistent_drift_-0.0575_gt_0.0300
neqoperf	bidi	iouring	throughput_gbps				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:p50_ci_width_0.0393_gt_0.0300;p80_p20_1.1960_gt_1.1500;block_median_ratio_1.1753_gt_1.1000;persistent_p80_p20_recent_1.2333_gt_1.1500
neqoperf	bidi	syscall	throughput_gbps				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:p50_ci_width_0.2361_gt_0.0300;p80_p20_1.3523_gt_1.1500;block_median_ratio_1.3270_gt_1.1000;drift_-0.0535_gt_0.0300;severe_block_median_ratio_1.3270_gt_1.2500
neqoperf	close_reset_cleanup	iouring	streams_per_second	1	1	2	1.000000	18278.432993	18278.432993	1.000000	1.000000	1.000000	0	not_ready	not_ready	sentinels_0_lt_2;t2:p80_p20_1.9122_gt_1.1500;block_median_ratio_1.1055_gt_1.1000;drift_0.0644_gt_0.0300;severe_p80_p20_1.9122_gt_1.5000
neqoperf	close_reset_cleanup	syscall	streams_per_second	1	1	2	1.000000	20712.167155	20712.167155	1.000000	1.000000	1.000000	0	not_ready	not_ready	sentinels_0_lt_2;t2:p80_p20_1.9616_gt_1.1500;outliers_7;severe_p80_p20_1.9616_gt_1.5000;severe_outlier_blocks_5_gte_2
neqoperf	connect	iouring	connections_per_second				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:p50_ci_width_0.1096_gt_0.0500;p80_p20_1.2710_gt_1.1500;block_median_ratio_1.1409_gt_1.1000;drift_0.1046_gt_0.0300;severe_drift_0.1046_gt_0.0800
neqoperf	connect	syscall	connections_per_second				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:p50_ci_width_0.0918_gt_0.0500;p80_p20_1.2398_gt_1.1500;block_median_ratio_1.1563_gt_1.1000;drift_-0.0448_gt_0.0300;persistent_block_median_ratio_recent_1.1315_gt_1.1000;persistent_p80_p20_recent_1.1912_gt_1.1500;persistent_drift_-0.0448_gt_0.0300
neqoperf	download	iouring	throughput_gbps	1	1	3	1.000000	3.138710	3.138710	1.000000	1.000000	1.000000	2	ok	ready	-
neqoperf	download	syscall	throughput_gbps	1	1	3	1.000000	3.271903	3.271903	1.000000	1.000000	1.000000	2	ok	ready	-
neqoperf	flow_control	iouring	throughput_gbps				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:p50_ci_width_0.1356_gt_0.0500;p80_p20_1.2070_gt_1.1500;block_median_ratio_1.1817_gt_1.1000;drift_-0.0396_gt_0.0300;persistent_block_median_ratio_recent_1.1605_gt_1.1000;persistent_p80_p20_recent_1.2156_gt_1.1500;persistent_drift_-0.0396_gt_0.0300
neqoperf	flow_control	syscall	throughput_gbps				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:p50_ci_width_0.0816_gt_0.0500;p80_p20_1.2121_gt_1.1500;block_median_ratio_1.2327_gt_1.1000;drift_0.0880_gt_0.0300;severe_drift_0.0880_gt_0.0800
neqoperf	loss_recovery	iouring	throughput_gbps	1	1	3	1.000000	3.944249	3.944249	1.000000	1.000000	1.000000	2	ok	ready	-
neqoperf	loss_recovery	syscall	throughput_gbps	1	1	2	1.000000	3.800555	3.800555	1.000000	1.000000	1.000000	0	not_ready	not_ready	sentinels_0_lt_2;t2:block_median_ratio_1.1883_gt_1.1000;drift_0.0358_gt_0.0300;persistent_block_median_ratio_recent_1.1590_gt_1.1000;persistent_drift_0.0358_gt_0.0300
neqoperf	multistream_download	iouring	throughput_gbps	1	1	3	1.000000	2.693163	2.693163	1.000000	1.000000	1.000000	1	not_ready	not_ready	sentinels_1_lt_2;t3:block_median_ratio_1.1556_gt_1.1000
neqoperf	multistream_download	syscall	throughput_gbps				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:p50_ci_width_0.3338_gt_0.0300;p80_p20_1.5407_gt_1.1500;block_median_ratio_1.5178_gt_1.1000;severe_block_median_ratio_1.5178_gt_1.2500;severe_p80_p20_1.5407_gt_1.5000
neqoperf	multistream_upload	iouring	throughput_gbps	1	1	3	1.000000	2.743929	2.743929	1.000000	1.000000	1.000000	1	not_ready	not_ready	sentinels_1_lt_2;t3:p50_ci_width_0.0878_gt_0.0300;block_median_ratio_1.2394_gt_1.1000;drift_0.0565_gt_0.0300;persistent_block_median_ratio_recent_1.1767_gt_1.1000;persistent_drift_0.0565_gt_0.0300
neqoperf	multistream_upload	syscall	throughput_gbps	1	1	3	1.000000	2.936580	2.936580	1.000000	1.000000	1.000000	2	ok	ready	-
neqoperf	reqresp	iouring	requests_per_second	1	1	2	1.000000	17952.885174	17952.885174	1.000000	1.000000	1.000000	0	not_ready	not_ready	sentinels_0_lt_2;t2:p80_p20_1.8841_gt_1.1500;outliers_7;severe_p80_p20_1.8841_gt_1.5000;severe_outlier_blocks_5_gte_2
neqoperf	reqresp	syscall	requests_per_second	1	1	2	1.000000	20353.927435	20353.927435	1.000000	1.000000	1.000000	0	not_ready	not_ready	sentinels_0_lt_2;t2:outliers_4;severe_outlier_blocks_4_gte_2
neqoperf	small_payload_pps	iouring	messages_per_second	1	1	2	1.000000	18054.953771	18054.953771	1.000000	1.000000	1.000000	0	not_ready	not_ready	sentinels_0_lt_2;t2:p80_p20_1.9987_gt_1.1500;block_median_ratio_2.0976_gt_1.1000;severe_block_median_ratio_2.0976_gt_1.2500;severe_p80_p20_1.9987_gt_1.5000
neqoperf	small_payload_pps	syscall	messages_per_second	1	1	2	1.000000	20212.727779	20212.727779	1.000000	1.000000	1.000000	0	not_ready	not_ready	sentinels_0_lt_2;t2:outliers_3;severe_outlier_blocks_3_gte_2
neqoperf	stream_churn	iouring	streams_per_second	1	1	2	1.000000	18265.506712	18265.506712	1.000000	1.000000	1.000000	0	not_ready	not_ready	sentinels_0_lt_2;t2:outliers_4;severe_outlier_blocks_3_gte_2
neqoperf	stream_churn	syscall	streams_per_second	2	2	4	1.000000	23861.712620	23861.712620	1.000000	1.000000	1.000000	2	ok	ready	-
neqoperf	upload	iouring	throughput_gbps				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:p50_ci_width_0.0608_gt_0.0300;block_median_ratio_1.1788_gt_1.1000;persistent_block_median_ratio_recent_1.1788_gt_1.1000
neqoperf	upload	syscall	throughput_gbps				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:block_median_ratio_1.1035_gt_1.1000
ngtcp2perf	bidi	iouring	throughput_gbps				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:p50_ci_width_0.1620_gt_0.0300;p80_p20_1.3747_gt_1.1500;block_median_ratio_1.3380_gt_1.1000;severe_block_median_ratio_1.3380_gt_1.2500
ngtcp2perf	bidi	syscall	throughput_gbps				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:p50_ci_width_0.1729_gt_0.0300;p80_p20_1.3043_gt_1.1500;block_median_ratio_1.4372_gt_1.1000;drift_0.0876_gt_0.0300;severe_block_median_ratio_1.4372_gt_1.2500;severe_drift_0.0876_gt_0.0800
ngtcp2perf	close_reset_cleanup	iouring	streams_per_second	1	1	2	1.000000	101140.307705	101140.307705	1.000000	1.000000	1.000000	0	not_ready	not_ready	sentinels_0_lt_2;t2:p50_ci_width_0.1083_gt_0.0500;block_median_ratio_1.1526_gt_1.1000;persistent_block_median_ratio_recent_1.1526_gt_1.1000
ngtcp2perf	close_reset_cleanup	syscall	streams_per_second				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:outliers_3;severe_outlier_blocks_2_gte_2
ngtcp2perf	connect	iouring	connections_per_second				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:p50_ci_width_0.0714_gt_0.0500;p80_p20_1.2218_gt_1.1500;block_median_ratio_1.1558_gt_1.1000;persistent_block_median_ratio_recent_1.1121_gt_1.1000;persistent_p80_p20_recent_1.2302_gt_1.1500
ngtcp2perf	connect	syscall	connections_per_second				0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	not_ready	not_ready	no_ready_rows;t1:p50_ci_width_0.1568_gt_0.0500;p80_p20_1.4034_gt_1.1500;block_median_ratio_1.4221_gt_1.1000;severe_block_median_ratio_1.4221_gt_1.2500
ngtcp2perf	download	iouring	throughput_gbps	1	1	2	1.000000	7.865261	7.865261	1.000000	1.000000	1.000000	0	not_ready	not_ready	sentinels_0_lt_2;t2:p50_ci_width_0.0526_gt_0.0300;block_median_ratio_1.1878_gt_1.1000;drift_0.0506_gt_0.0300;persistent_block_median_ratio_recent_1.1294_gt_1.1000;persistent_drift_0.0506_gt_0.0300
